1539	a	1	0	0	0	0	0	0	0	0	0	1
1539	anarchisme	1	0	1	0	0	0	0	0	0	0	0
1539	anarchy	1	0	0	0	1	0	0	0	0	0	0
1539	and	1	0	0	1	0	0	0	0	0	0	0
1539	as	1	1	0	0	0	0	0	0	0	0	0
1539	early	1	0	0	0	0	0	1	0	0	0	0
1539	empahised	1	0	0	0	0	0	0	0	0	1	0
1539	english	1	0	0	0	0	0	0	1	0	0	0
1539	from	1	0	0	0	0	1	0	0	0	0	0
1539	usages	1	0	0	0	0	0	0	0	1	0	0
1642	anarchism	1	1	0	0	0	0	0	0	0	0	0
1642	anarchisme	1	0	0	0	0	0	0	1	0	0	0
1642	anarchy	1	0	0	0	0	0	0	0	0	1	0
1642	and	1	0	0	0	0	0	0	0	1	0	0
1642	appears	1	0	1	0	0	0	0	0	0	0	0
1642	as	1	0	0	0	0	0	1	0	0	0	0
1642	english	1	0	0	0	1	0	0	0	0	0	0
1642	from	2	0	0	0	0	1	0	0	0	0	1
1642	in	1	0	0	1	0	0	0	0	0	0	0
1756	1808	1	0	0	0	0	0	0	0	0	0	1
1756	1836	1	0	0	0	0	0	1	0	0	0	0
1756	and	1	0	0	0	0	0	0	1	0	0	0
1756	as	1	0	0	1	0	0	0	0	0	0	0
1756	century	1	1	0	0	0	0	0	0	0	0	0
1756	godwin	1	0	0	0	0	1	0	0	0	0	0
1756	such	1	0	1	0	0	0	0	0	0	0	0
1756	weitling	1	0	0	0	0	0	0	0	0	1	0
1756	wilhelm	1	0	0	0	0	0	0	0	1	0	0
1756	william	1	0	0	0	1	0	0	0	0	0	0
1808	1756	1	1	0	0	0	0	0	0	0	0	0
1808	1836	1	0	1	0	0	0	0	0	0	0	0
1808	1871	1	0	0	0	0	0	1	0	0	0	0
1808	and	1	0	0	1	0	0	0	0	0	0	0
1808	contribute	1	0	0	0	0	0	0	0	1	0	0
1808	the	1	0	0	0	0	0	0	0	0	0	1
1808	to	1	0	0	0	0	0	0	0	0	1	0
1808	weitling	1	0	0	0	0	1	0	0	0	0	0
1808	wilhelm	1	0	0	0	1	0	0	0	0	0	0
1808	would	1	0	0	0	0	0	0	1	0	0	0
1809	1865	1	0	0	0	0	0	1	0	0	0	0
1809	anarchist	1	1	0	0	0	0	0	0	0	0	0
1809	birth	1	0	0	0	0	0	0	0	0	0	1
1809	formal	1	0	0	0	0	0	0	0	0	1	0
1809	joseph	1	0	0	0	1	0	0	0	0	0	0
1809	marking	1	0	0	0	0	0	0	1	0	0	0
1809	pierre	1	0	0	1	0	0	0	0	0	0	0
1809	proudhon	1	0	0	0	0	1	0	0	0	0	0
1809	the	1	0	0	0	0	0	0	0	1	0	0
1809	was	1	0	1	0	0	0	0	0	0	0	0
1836	1756	1	0	0	0	0	1	0	0	0	0	0
1836	1808	1	0	0	0	0	0	0	0	0	1	0
1836	1871	1	0	0	0	0	0	0	0	0	0	1
1836	and	1	0	0	0	0	0	1	0	0	0	0
1836	as	1	0	1	0	0	0	0	0	0	0	0
1836	godwin	1	0	0	0	1	0	0	0	0	0	0
1836	such	1	1	0	0	0	0	0	0	0	0	0
1836	weitling	1	0	0	0	0	0	0	0	1	0	0
1836	wilhelm	1	0	0	0	0	0	0	1	0	0	0
1836	william	1	0	0	1	0	0	0	0	0	0	0
1840	anarchism	1	1	0	0	0	0	0	0	0	0	0
1840	characterised	1	0	0	0	0	0	0	0	1	0	0
1840	first	1	0	0	0	0	0	0	1	0	0	0
1840	goal	1	0	0	0	0	0	0	0	0	0	1
1840	his	1	0	0	0	0	0	0	0	0	1	0
1840	in	1	0	1	0	0	0	0	0	0	0	0
1840	is	1	0	0	0	1	0	0	0	0	0	0
1840	property	1	0	0	0	0	1	0	0	0	0	0
1840	proudhon	1	0	0	0	0	0	1	0	0	0	0
1840	what	1	0	0	1	0	0	0	0	0	0	0
1864	currents	1	0	0	0	0	0	0	0	0	0	1
1864	diverse	1	0	0	0	0	0	0	0	1	0	0
1864	first	1	1	0	0	0	0	0	0	0	0	0
1864	formed	1	0	0	0	1	0	0	0	0	0	0
1864	in	1	0	0	0	0	1	0	0	0	0	0
1864	international	1	0	1	0	0	0	0	0	0	0	0
1864	revolutionary	1	0	0	0	0	0	0	0	0	1	0
1864	that	1	0	0	1	0	0	0	0	0	0	0
1864	to	1	0	0	0	0	0	1	0	0	0	0
1864	unite	1	0	0	0	0	0	0	1	0	0	0
1865	1809	1	0	0	0	0	1	0	0	0	0	0
1865	birth	1	0	0	0	0	0	0	0	0	1	0
1865	formal	1	0	0	0	0	0	0	0	1	0	0
1865	joseph	1	0	0	1	0	0	0	0	0	0	0
1865	marking	1	0	0	0	0	0	1	0	0	0	0
1865	of	1	0	0	0	0	0	0	0	0	0	1
1865	pierre	1	0	1	0	0	0	0	0	0	0	0
1865	proudhon	1	0	0	0	1	0	0	0	0	0	0
1865	the	1	0	0	0	0	0	0	1	0	0	0
1865	was	1	1	0	0	0	0	0	0	0	0	0
1870s	1880s	1	0	0	0	0	0	0	0	1	0	0
1870s	anarchist	1	0	0	0	0	0	0	1	0	0	0
1870s	and	1	0	0	0	0	0	0	0	0	1	0
1870s	by	1	0	0	1	0	0	0	0	0	0	0
1870s	early	1	0	0	0	0	0	0	1	0	0	0
1870s	france	1	0	1	0	0	0	0	0	0	0	0
1870s	in	2	1	0	1	0	0	0	0	0	0	0
1870s	late	2	0	0	0	0	2	0	0	0	0	0
1870s	of	1	0	0	0	0	0	0	0	0	1	0
1870s	place	1	0	1	0	0	0	0	0	0	0	0
1870s	schools	1	0	0	0	0	0	0	0	1	0	0
1870s	the	4	0	0	0	2	0	1	0	0	0	1
1870s	thought	1	0	0	0	0	0	0	0	0	0	1
1870s	took	1	1	0	0	0	0	0	0	0	0	0
1870s	various	1	0	0	0	0	0	1	0	0	0	0
1871	1808	1	0	0	0	0	1	0	0	0	0	0
1871	1836	1	1	0	0	0	0	0	0	0	0	0
1871	advocated	1	0	0	0	0	0	0	0	1	0	0
1871	anarchist	1	0	0	0	0	0	0	0	0	0	1
1871	and	1	0	1	0	0	0	0	0	0	0	0
